,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
25303,25303,1,2,female,66.0,0,0,10.23,C
25304,25304,1,2,male,36.0,0,0,21.61,S
25305,25305,0,1,female,63.0,0,0,11.95,S
25306,25306,1,2,female,30.0,0,0,13.82,C
25307,25307,0,2,male,54.0,0,0,11.11,S
25308,25308,0,3,male,22.0,0,0,9.74,Q
25309,25309,0,3,female,8.0,1,2,71.65,S
25310,25310,0,3,female,25.0,0,0,7.44,S
25311,25311,1,3,female,69.0,0,2,12.9,C
25312,25312,0,2,male,34.0,0,0,9.52,S
25313,25313,1,2,female,21.0,1,0,30.82,S
25314,25314,0,1,male,52.0,0,2,12.04,C
25315,25315,1,1,female,38.0,0,0,24.43,C
25316,25316,0,1,male,54.0,1,0,8.56,S
25317,25317,0,3,male,36.0,0,0,16.11,S
25318,25318,0,1,male,57.0,0,0,27.78,S
25319,25319,0,1,male,54.0,0,0,140.86,Q
25320,25320,0,1,male,41.0,1,0,54.91,S
25321,25321,1,2,male,45.0,0,0,24.88,S
25322,25322,1,3,female,47.0,0,0,27.39,S
25323,25323,1,2,female,50.0,0,1,14.82,S
25324,25324,1,3,male,20.0,0,6,12.94,S
25325,25325,1,3,female,46.0,0,0,11.56,S
25326,25326,0,3,female,64.0,0,0,16.84,S
25327,25327,0,2,male,23.0,0,0,8.06,S
25328,25328,0,3,male,2.0,1,2,79.27,S
25329,25329,1,1,female,58.0,0,0,213.76,Q
25330,25330,0,3,female,23.0,0,0,12.99,S
25331,25331,0,3,female,28.0,0,0,6.43,S
25332,25332,0,3,male,53.0,0,0,8.01,S
25333,25333,1,2,female,14.0,0,0,14.54,C
25334,25334,1,1,female,26.0,0,0,200.87,C
25335,25335,1,2,female,72.0,0,0,6.18,C
25336,25336,0,1,male,43.0,1,0,66.01,S
25337,25337,0,2,female,28.0,0,0,9.59,S
25338,25338,1,3,male,57.0,0,0,8.58,S
25339,25339,1,1,female,60.0,0,0,240.55,Q
25340,25340,0,2,male,28.0,0,0,9.91,S
25341,25341,0,2,female,29.0,0,0,12.04,S
25342,25342,1,2,female,27.0,0,0,25.98,C
25343,25343,1,3,female,56.0,1,3,12.59,C
25344,25344,1,1,male,35.0,1,0,84.24,S
25345,25345,1,1,female,62.0,0,0,196.07,Q
25346,25346,1,2,female,10.0,8,1,34.75,S
25347,25347,0,2,male,8.0,0,1,23.05,S
25348,25348,0,3,male,30.0,0,0,27.85,S
25349,25349,1,1,male,42.0,0,0,27.34,C
25350,25350,1,1,female,58.0,0,0,23.45,S
25351,25351,0,3,male,57.0,0,0,63.31,S
25352,25352,0,1,female,40.0,1,0,210.4,C
25353,25353,0,2,female,26.0,0,0,28.14,Q
25354,25354,0,3,female,0.08,1,2,7.6,S
25355,25355,0,3,male,41.0,0,0,6.22,S
25356,25356,0,3,male,5.0,0,0,9.45,S
25357,25357,0,2,female,3.0,1,0,25.55,C
25358,25358,0,3,male,22.0,0,0,9.91,S
25359,25359,0,1,male,25.0,2,0,81.14,S
25360,25360,1,2,female,45.0,0,2,25.44,S
25361,25361,0,3,male,57.0,1,0,10.55,S
25362,25362,1,1,female,51.0,0,0,191.48,C
25363,25363,0,1,male,47.0,0,0,160.07,S
25364,25364,1,2,female,37.0,0,0,197.12,S
25365,25365,1,3,female,51.0,0,0,22.37,S
25366,25366,1,1,female,14.0,0,1,62.37,Q
25367,25367,0,3,male,26.0,0,0,8.93,C
25368,25368,1,2,female,57.0,0,0,173.47,C
25369,25369,0,1,female,59.0,0,0,10.13,Q
25370,25370,0,1,male,45.0,1,2,67.49,S
25371,25371,0,1,female,59.0,3,1,30.6,S
25372,25372,1,1,male,60.0,0,0,62.58,Q
25373,25373,1,2,female,30.0,0,0,31.06,C
25374,25374,0,2,female,37.0,2,0,25.22,S
25375,25375,1,1,male,48.0,0,0,248.35,S
25376,25376,0,2,female,28.0,0,0,25.27,S
25377,25377,0,2,male,20.0,0,0,28.5,S
25378,25378,1,3,female,9.0,0,0,7.05,Q
25379,25379,1,3,male,59.0,0,0,11.46,C
25380,25380,1,2,female,3.0,1,2,32.98,S
25381,25381,0,1,male,41.0,1,2,32.56,S
25382,25382,1,1,male,20.0,8,1,59.62,S
25383,25383,0,3,male,50.0,0,0,12.29,S
25384,25384,0,3,female,56.0,0,0,27.93,S
25385,25385,0,3,male,58.0,0,0,28.16,C
25386,25386,0,3,female,,0,0,8.84,S
25387,25387,0,3,male,54.0,0,0,10.63,S
25388,25388,0,2,female,53.0,0,0,24.87,S
25389,25389,0,1,female,56.0,1,9,70.17,C
25390,25390,0,3,female,0.25,1,2,32.86,S
25391,25391,1,1,female,,0,0,83.69,C
25392,25392,1,1,female,58.0,0,0,216.6,C
25393,25393,0,3,male,52.0,0,0,11.8,S
25394,25394,0,3,male,21.0,0,0,5.75,S
25395,25395,1,2,female,40.0,0,0,13.28,C
25396,25396,1,1,male,22.0,2,0,26.31,S
25397,25397,1,2,female,39.0,0,0,32.55,C
25398,25398,1,3,male,25.0,0,0,24.94,C
25399,25399,0,1,male,20.0,1,0,33.68,S
25400,25400,1,3,female,76.0,0,5,12.21,C
25401,25401,0,3,male,32.0,0,0,32.65,S
25402,25402,1,2,male,23.0,0,0,37.26,S
25403,25403,0,3,male,3.0,1,2,32.04,S
25404,25404,0,1,male,38.0,0,0,80.11,S
25405,25405,1,1,female,62.0,0,0,12.92,C
25406,25406,0,2,male,61.0,0,1,22.28,S
25407,25407,0,3,male,53.0,0,0,10.22,S
25408,25408,0,3,male,60.0,0,0,11.13,S
25409,25409,1,2,female,10.0,2,2,33.65,C
25410,25410,1,1,male,38.0,1,0,104.48,S
25411,25411,0,2,female,53.0,0,0,30.78,S
25412,25412,1,1,male,24.0,2,1,31.9,S
25413,25413,0,1,male,46.0,1,1,67.93,S
25414,25414,0,3,male,48.0,0,0,10.86,S
25415,25415,0,1,female,13.0,0,0,27.84,S
25416,25416,0,2,female,62.0,0,0,10.54,S
25417,25417,1,2,female,43.0,1,1,90.41,C
25418,25418,0,1,male,46.0,0,0,22.84,S
25419,25419,0,3,male,59.0,0,0,7.7,S
25420,25420,0,3,female,4.0,1,2,34.47,S
25421,25421,1,3,female,16.0,0,0,13.75,S
25422,25422,0,2,male,52.0,0,0,9.4,S
25423,25423,0,3,male,66.0,0,0,26.37,S
25424,25424,0,3,male,50.0,0,0,9.04,S
25425,25425,1,3,female,24.0,0,0,7.75,S
25426,25426,0,2,male,3.0,1,2,29.02,S
25427,25427,0,2,female,66.0,4,0,29.02,S
25428,25428,0,2,male,22.0,0,0,9.26,S
25429,25429,0,2,male,54.0,0,0,7.1,S
25430,25430,1,1,female,47.0,0,0,109.77,C
25431,25431,1,2,female,27.0,0,0,5.81,C
25432,25432,0,2,male,25.0,0,0,7.09,S
25433,25433,0,3,male,24.0,1,2,74.14,S
25434,25434,1,3,female,4.0,1,1,27.69,S
25435,25435,0,2,male,41.0,0,0,78.06,C
25436,25436,0,1,female,19.0,1,2,476.59,S
25437,25437,0,3,male,40.0,0,0,7.77,S
25438,25438,1,1,female,58.0,0,0,27.81,S
25439,25439,1,1,female,30.0,0,0,27.53,C
25440,25440,0,1,female,76.0,0,0,22.28,Q
25441,25441,1,1,male,50.0,1,0,72.42,S
25442,25442,0,3,male,30.0,0,0,23.59,S
25443,25443,1,1,male,53.0,0,0,10.52,C
25444,25444,0,2,male,63.0,0,0,25.43,S
25445,25445,0,2,male,37.0,0,0,7.42,S
25446,25446,1,3,male,27.0,0,0,8.41,S
25447,25447,1,3,female,52.0,1,0,13.4,S
25448,25448,0,3,male,24.0,0,0,7.24,S
25449,25449,0,3,male,35.0,1,2,30.85,C
25450,25450,1,1,male,,0,2,246.41,S
25451,25451,0,3,male,19.0,4,0,30.73,S
25452,25452,0,3,male,60.0,0,0,10.72,S
25453,25453,0,2,male,50.0,0,3,61.67,C
25454,25454,1,3,male,3.0,1,2,28.2,S
25455,25455,1,2,male,61.0,1,0,28.86,S
25456,25456,0,3,male,64.0,0,0,25.54,S
25457,25457,1,1,male,27.0,0,0,34.07,S
25458,25458,0,1,male,47.0,0,0,27.42,Q
25459,25459,0,1,female,48.0,0,0,173.61,Q
25460,25460,0,3,male,26.0,2,0,11.66,S
25461,25461,0,3,male,25.0,0,4,8.54,S
25462,25462,0,3,male,38.0,0,0,12.7,S
25463,25463,0,3,male,42.0,0,0,4.96,S
25464,25464,0,3,male,32.0,0,0,10.11,S
25465,25465,0,3,male,42.0,0,2,64.38,S
25466,25466,0,3,male,41.0,0,1,10.18,S
25467,25467,0,2,male,17.0,0,0,83.3,S
25468,25468,1,2,female,50.0,1,1,28.6,S
25469,25469,0,2,male,40.0,0,0,30.6,C
25470,25470,0,2,male,49.0,0,0,5.22,S
25471,25471,0,3,female,30.0,0,2,25.03,C
25472,25472,0,2,female,44.0,0,0,11.24,S
25473,25473,0,3,male,27.0,0,0,6.09,S
25474,25474,0,3,male,43.0,0,0,9.76,S
25475,25475,0,2,male,50.0,0,0,11.12,S
25476,25476,0,3,male,54.0,0,0,6.59,S
25477,25477,0,1,male,55.0,0,0,80.34,C
25478,25478,0,3,male,49.0,1,0,20.32,S
25479,25479,1,2,male,66.0,0,0,9.9,S
25480,25480,0,3,male,6.0,1,2,29.51,S
25481,25481,1,2,female,59.0,0,1,64.99,C
25482,25482,0,3,male,23.0,0,2,8.1,S
25483,25483,0,2,male,50.0,1,0,32.44,S
25484,25484,0,2,female,61.0,0,0,26.55,S
25485,25485,0,3,male,19.0,1,2,26.74,S
25486,25486,0,1,female,56.0,1,1,67.21,C
25487,25487,0,3,male,54.0,0,0,12.36,S
25488,25488,1,3,female,70.0,0,0,11.33,C
25489,25489,1,1,female,55.0,0,0,31.77,C
25490,25490,1,2,female,,1,1,31.64,C
25491,25491,0,3,male,19.0,0,6,11.6,S
25492,25492,0,3,female,25.0,3,0,10.14,S
25493,25493,0,3,male,37.0,0,0,11.33,S
25494,25494,0,3,male,53.0,0,2,32.98,Q
25495,25495,1,2,female,,0,0,28.5,C
25496,25496,0,3,male,9.0,1,1,13.07,S
25497,25497,0,3,male,14.0,0,0,7.27,S
25498,25498,0,3,female,28.0,0,0,11.71,S
25499,25499,1,2,female,82.0,0,0,27.88,S
25500,25500,1,2,female,31.0,0,1,37.14,C
25501,25501,1,1,female,48.0,0,0,35.23,S
25502,25502,0,2,male,29.0,0,0,15.31,S
25503,25503,1,3,female,24.0,0,0,11.18,S
25504,25504,1,1,female,29.0,2,2,77.65,C
25505,25505,0,2,female,36.0,1,0,23.23,S
25506,25506,0,3,male,1.0,1,2,32.75,S
25507,25507,0,1,male,31.0,0,0,10.38,S
25508,25508,1,3,female,12.0,0,0,8.19,Q
25509,25509,0,1,female,48.0,1,0,26.24,Q
25510,25510,0,3,female,28.0,0,0,9.59,S
25511,25511,0,3,male,26.0,0,0,13.33,S
25512,25512,0,1,male,33.0,1,0,148.25,C
25513,25513,0,2,female,25.0,0,0,29.32,C
25514,25514,0,2,female,55.0,1,0,23.79,S
25515,25515,1,2,female,52.0,0,0,11.0,C
25516,25516,0,2,male,55.0,0,0,8.11,S
25517,25517,0,2,male,34.0,0,0,6.98,Q
25518,25518,0,2,male,24.0,0,0,28.58,S
25519,25519,1,1,female,37.0,1,2,101.46,C
25520,25520,1,1,male,51.0,1,0,69.48,S
25521,25521,0,3,male,28.0,0,0,24.99,S
25522,25522,0,1,female,24.0,0,0,24.15,S
25523,25523,0,2,male,58.0,0,0,24.12,C
25524,25524,0,3,male,46.0,1,1,11.07,S
25525,25525,0,2,male,33.0,0,0,8.39,S
25526,25526,0,3,male,53.0,0,0,11.82,S
25527,25527,1,1,female,61.0,0,2,116.82,Q
25528,25528,1,1,female,44.0,0,0,83.75,C
25529,25529,0,1,male,52.0,1,0,28.7,S
25530,25530,1,1,male,58.0,0,0,111.4,S
25531,25531,1,1,female,57.0,0,0,243.63,C
25532,25532,1,3,female,2.0,1,2,24.11,S
25533,25533,1,3,female,58.0,0,0,24.51,S
25534,25534,1,2,male,28.0,0,0,6.79,S
25535,25535,1,3,male,3.0,1,2,68.04,C
25536,25536,0,3,male,13.0,0,0,8.94,S
25537,25537,1,3,male,8.0,0,0,10.03,S
25538,25538,1,1,female,30.0,0,0,31.25,C
25539,25539,0,2,female,40.0,1,0,10.36,S
25540,25540,0,1,male,23.0,1,0,72.22,S
25541,25541,1,1,male,40.0,0,0,145.85,C
25542,25542,0,3,female,43.0,0,0,9.65,S
25543,25543,0,3,male,55.0,0,0,10.28,S
25544,25544,1,3,male,53.0,0,0,,S
25545,25545,1,3,female,21.0,0,1,15.5,S
25546,25546,0,2,male,31.0,0,0,7.74,Q
25547,25547,1,1,male,49.0,0,2,13.71,C
25548,25548,1,3,male,1.0,1,1,29.85,S
25549,25549,0,3,male,25.0,0,0,8.81,S
25550,25550,0,1,male,38.0,0,0,28.3,S
25551,25551,0,1,male,61.0,1,0,79.19,C
25552,25552,0,3,male,24.0,0,0,28.17,S
25553,25553,1,1,female,56.0,0,0,32.32,C
25554,25554,0,2,male,71.0,0,0,10.29,C
25555,25555,1,2,male,47.0,0,0,2.8,S
25556,25556,0,3,male,7.0,1,1,37.79,S
25557,25557,1,2,female,38.0,0,0,28.58,Q
25558,25558,0,1,male,47.0,0,0,69.92,S
25559,25559,1,1,male,38.0,1,2,28.87,C
25560,25560,0,1,male,25.0,2,0,10.28,S
25561,25561,0,3,male,23.0,0,0,,S
25562,25562,0,2,male,53.0,0,0,13.65,S
25563,25563,1,2,female,23.0,0,0,7.66,Q
25564,25564,0,2,female,54.0,0,1,11.27,S
25565,25565,1,2,female,59.0,0,0,6.07,S
25566,25566,0,3,male,18.0,0,0,9.41,S
25567,25567,1,2,female,67.0,0,0,30.03,C
25568,25568,1,3,female,57.0,0,0,80.18,C
25569,25569,0,2,male,,0,0,2.92,S
25570,25570,0,3,male,7.0,1,1,88.98,S
25571,25571,1,2,female,34.0,0,0,26.14,S
25572,25572,1,3,female,46.0,2,2,25.66,S
25573,25573,0,3,male,36.0,0,0,5.36,S
25574,25574,0,1,male,41.0,1,1,28.02,C
25575,25575,1,2,female,48.0,0,0,15.31,S
25576,25576,1,3,female,0.67,1,2,29.16,C
25577,25577,0,3,male,29.0,4,0,30.82,S
25578,25578,0,3,female,42.0,0,0,12.19,S
25579,25579,1,2,male,47.0,3,0,23.3,S
25580,25580,1,2,female,64.0,0,1,30.32,C
25581,25581,1,1,female,45.0,2,0,69.72,Q
25582,25582,1,3,male,23.0,0,0,6.16,S
25583,25583,1,1,male,35.0,0,4,73.9,C
25584,25584,0,3,male,20.0,0,0,11.98,S
25585,25585,1,3,male,38.0,1,2,86.07,S
25586,25586,0,3,male,25.0,0,2,25.22,S
25587,25587,1,2,male,47.0,0,0,9.63,C
25588,25588,1,3,female,26.0,2,1,11.88,S
25589,25589,1,2,female,21.0,0,1,9.11,S
25590,25590,0,3,male,27.0,1,0,11.37,C
25591,25591,1,1,female,44.0,1,0,62.6,C
25592,25592,1,1,female,18.0,0,0,85.04,C
25593,25593,0,3,male,5.0,0,0,10.49,S
25594,25594,0,1,male,22.0,0,0,30.29,S
25595,25595,0,3,male,20.0,3,0,8.88,S
25596,25596,0,1,male,54.0,0,0,5.29,S
25597,25597,0,2,male,30.0,1,1,10.51,S
25598,25598,0,3,male,39.0,0,0,6.67,S
25599,25599,0,3,male,57.0,0,0,41.74,S
25600,25600,0,3,male,50.0,0,0,10.0,S
25601,25601,0,2,male,38.0,0,0,11.02,S
25602,25602,0,1,male,36.0,1,2,63.85,S
25603,25603,0,3,female,34.0,0,0,26.33,C
25604,25604,1,3,female,27.0,0,0,7.28,S
25605,25605,1,3,female,9.0,0,1,10.85,S
25606,25606,1,2,male,28.0,0,0,8.41,S
25607,25607,0,3,male,27.0,0,0,9.67,S
25608,25608,0,3,male,65.0,0,0,25.16,S
25609,25609,0,2,male,42.0,0,0,11.24,S
25610,25610,0,3,male,5.0,1,2,74.81,S
25611,25611,1,3,male,55.0,4,1,33.24,C
25612,25612,0,3,male,22.0,0,0,27.39,S
25613,25613,0,3,male,32.0,0,0,9.99,S
25614,25614,1,2,female,69.0,0,0,5.24,C
25615,25615,0,3,male,64.0,0,0,26.31,S
25616,25616,0,3,male,24.0,0,0,17.15,S
25617,25617,0,3,male,24.0,0,0,13.27,S
25618,25618,1,3,male,35.0,1,2,35.04,S
25619,25619,1,3,female,56.0,0,0,27.23,C
25620,25620,1,3,female,,0,3,9.34,C
25621,25621,0,1,female,47.0,2,2,64.37,C
25622,25622,0,3,male,44.0,1,0,27.29,S
25623,25623,0,2,male,37.0,0,0,23.48,S
25624,25624,0,2,male,42.0,0,0,7.89,S
25625,25625,0,3,male,48.0,0,0,26.99,S
25626,25626,1,1,female,40.0,2,0,246.66,C
25627,25627,1,1,male,49.0,0,0,24.66,S
25628,25628,0,2,male,25.0,0,0,10.44,S
25629,25629,1,1,female,48.0,2,0,113.44,C
25630,25630,0,3,male,22.0,0,0,11.23,S
25631,25631,1,1,female,59.0,0,0,378.81,Q
25632,25632,1,1,female,,0,0,28.21,C
25633,25633,1,2,female,14.0,0,1,29.62,S
25634,25634,1,3,female,54.0,0,0,8.29,S
25635,25635,1,1,female,27.0,0,0,33.36,C
25636,25636,1,1,female,64.0,0,0,23.16,S
25637,25637,0,3,male,42.0,0,0,29.43,S
25638,25638,1,2,female,12.0,0,0,27.32,S
25639,25639,1,3,female,27.0,0,0,27.64,S
25640,25640,0,3,male,4.0,0,0,5.62,S
25641,25641,1,1,female,57.0,1,0,33.25,S
25642,25642,1,3,male,43.0,0,0,5.12,S
25643,25643,1,1,female,61.0,0,0,32.0,C
25644,25644,0,3,female,51.0,0,0,5.26,S
25645,25645,0,3,male,55.0,0,0,9.12,S
25646,25646,1,1,male,48.0,1,2,65.97,C
25647,25647,0,3,female,22.0,3,0,8.71,S
25648,25648,0,3,male,48.0,0,0,6.58,S
25649,25649,0,3,male,7.0,1,1,30.35,S
25650,25650,1,1,male,45.0,1,0,70.47,S
25651,25651,0,2,male,53.0,1,6,394.8,S
25652,25652,0,3,male,63.0,0,0,9.84,S
25653,25653,1,2,male,49.0,0,0,7.83,S
25654,25654,0,3,male,49.0,0,0,10.43,S
25655,25655,0,3,male,54.0,0,0,7.25,S
25656,25656,0,3,male,24.0,0,0,7.1,S
25657,25657,1,1,female,52.0,0,0,73.56,C
25658,25658,0,1,male,55.0,1,2,32.19,S
25659,25659,0,1,female,38.0,0,0,183.47,C
25660,25660,0,2,male,50.0,0,0,9.06,S
25661,25661,0,1,male,35.0,0,0,9.66,S
25662,25662,1,2,female,44.0,1,0,11.88,S
25663,25663,1,2,female,58.0,0,0,107.66,Q
25664,25664,1,3,female,61.0,0,0,31.11,C
25665,25665,0,1,male,46.0,0,0,69.53,S
25666,25666,1,2,female,61.0,3,2,73.23,S
25667,25667,0,2,male,30.0,0,0,7.91,S
25668,25668,1,3,male,21.0,0,0,8.38,S
25669,25669,0,3,male,54.0,0,1,11.85,S
25670,25670,0,3,male,47.0,0,0,20.92,S
25671,25671,1,1,male,33.0,1,1,25.86,Q
25672,25672,1,1,female,53.0,0,1,479.18,C
25673,25673,1,1,male,44.0,1,2,20.85,S
25674,25674,1,2,female,57.0,0,0,11.37,S
25675,25675,0,1,male,41.0,0,0,23.06,S
25676,25676,0,3,female,8.0,4,1,31.15,C
25677,25677,0,2,male,23.0,0,2,25.78,S
25678,25678,1,2,female,20.0,0,0,7.83,C
25679,25679,1,2,female,20.0,1,1,32.1,S
25680,25680,0,1,male,40.0,0,0,437.31,S
25681,25681,0,3,male,58.0,0,0,9.37,S
25682,25682,0,3,male,30.0,0,0,7.08,S
25683,25683,1,1,female,64.0,0,0,220.23,S
25684,25684,1,2,female,63.0,0,0,15.16,C
25685,25685,1,3,female,8.0,0,1,27.57,S
25686,25686,0,3,male,29.0,0,0,10.2,C
25687,25687,1,1,female,52.0,0,0,89.97,C
25688,25688,0,2,female,4.0,0,2,23.9,S
25689,25689,0,1,male,46.0,0,0,37.95,S
25690,25690,0,2,male,51.0,0,0,5.86,S
25691,25691,0,1,male,5.0,0,2,65.59,S
25692,25692,1,2,female,70.0,0,0,28.74,S
25693,25693,0,1,male,41.0,1,2,32.41,C
25694,25694,0,2,male,6.0,0,0,23.35,S
25695,25695,1,2,male,57.0,0,0,31.85,Q
25696,25696,1,3,female,30.0,1,2,75.83,S
25697,25697,0,2,male,35.0,0,0,6.58,S
25698,25698,0,3,male,10.0,2,0,9.84,S
25699,25699,1,2,male,24.0,0,0,5.42,S
25700,25700,1,1,female,56.0,0,0,266.38,C
25701,25701,0,1,male,63.0,0,0,28.1,S
25702,25702,1,1,male,64.0,0,1,196.67,C
25703,25703,1,2,female,72.0,0,1,30.55,S
25704,25704,0,1,female,45.0,0,2,87.79,C
25705,25705,0,3,male,35.0,0,0,8.28,S
25706,25706,1,1,female,41.0,0,0,9.03,C
25707,25707,0,3,male,37.0,0,0,11.07,S
25708,25708,1,1,female,37.0,0,0,82.5,C
25709,25709,0,3,female,59.0,1,1,31.94,C
25710,25710,1,2,male,56.0,0,1,28.19,Q
25711,25711,0,2,male,44.0,0,0,32.5,C
25712,25712,0,2,male,4.0,0,2,22.12,S
25713,25713,1,2,male,52.0,0,0,23.41,C
25714,25714,1,2,female,25.0,0,0,8.89,Q
25715,25715,0,3,male,35.0,0,0,12.27,S
25716,25716,0,1,male,58.0,0,0,9.75,S
25717,25717,1,3,male,,0,0,5.4,S
25718,25718,0,2,male,37.0,0,0,9.82,S
25719,25719,1,1,female,50.0,1,2,223.1,C
25720,25720,0,2,male,24.0,0,0,7.74,S
25721,25721,0,3,female,,0,0,25.02,Q
25722,25722,0,3,male,66.0,0,0,29.07,S
25723,25723,1,3,female,54.0,0,2,10.69,Q
25724,25724,0,1,male,40.0,0,3,29.5,C
25725,25725,0,3,male,29.0,0,0,27.81,S
25726,25726,1,2,female,46.0,0,0,24.32,S
25727,25727,0,3,male,15.0,0,0,8.5,S
25728,25728,1,3,female,51.0,0,6,22.68,S
25729,25729,0,2,male,10.0,1,1,27.8,C
25730,25730,1,1,female,62.0,0,0,11.38,C
25731,25731,0,1,male,53.0,0,0,260.19,Q
25732,25732,1,1,female,61.0,0,0,15.73,S
25733,25733,1,1,male,73.0,0,2,206.65,Q
25734,25734,1,1,female,60.0,0,0,90.68,C
25735,25735,0,2,male,23.5,0,0,9.39,S
25736,25736,1,1,female,41.0,0,0,23.36,S
25737,25737,1,1,female,63.0,0,1,76.67,C
25738,25738,1,2,female,5.0,1,1,87.56,S
25739,25739,0,1,male,,0,0,376.72,C
25740,25740,1,3,male,30.0,1,1,35.16,C
25741,25741,1,3,male,23.0,0,0,10.05,S
25742,25742,0,3,male,52.0,0,0,6.06,S
25743,25743,0,3,male,23.0,1,0,34.86,S
25744,25744,1,1,male,,1,0,32.82,S
25745,25745,1,1,female,56.0,1,0,35.29,S
25746,25746,1,2,male,59.0,1,1,24.75,S
25747,25747,0,3,male,37.0,0,0,8.44,S
25748,25748,1,1,female,58.0,0,0,131.64,C
25749,25749,0,1,female,48.0,1,2,104.88,Q
25750,25750,0,1,male,44.0,1,0,73.86,S
25751,25751,1,3,male,69.0,0,2,10.41,C
25752,25752,0,2,female,,0,0,26.39,S
25753,25753,1,3,female,66.0,0,0,14.1,C
25754,25754,1,1,female,60.0,0,0,129.16,C
25755,25755,0,3,male,62.0,0,0,10.59,S
25756,25756,0,3,female,55.0,0,0,6.65,S
25757,25757,1,1,male,41.0,1,1,31.21,S
25758,25758,0,2,female,55.0,0,0,11.71,S
25759,25759,0,3,female,54.0,0,0,12.15,S
25760,25760,0,3,male,23.0,0,0,10.89,S
25761,25761,1,1,female,47.0,0,0,70.96,C
25762,25762,0,3,male,23.0,0,0,11.24,S
25763,25763,0,2,male,52.0,0,0,11.14,S
25764,25764,1,3,female,40.0,0,1,33.04,S
25765,25765,0,3,male,34.0,0,0,11.17,S
25766,25766,0,3,male,65.0,0,0,11.29,S
25767,25767,1,3,female,43.0,0,0,10.29,S
25768,25768,1,3,female,11.0,0,0,8.42,S
25769,25769,0,3,male,9.0,0,2,5.42,S
25770,25770,0,3,male,43.0,1,1,33.23,S
25771,25771,1,2,male,32.0,0,0,12.04,S
25772,25772,0,3,male,49.0,0,0,28.95,S
25773,25773,0,3,male,26.0,0,0,4.79,S
25774,25774,0,3,male,8.0,0,0,51.77,S
25775,25775,1,1,male,59.0,0,0,27.19,S
25776,25776,0,3,female,27.0,0,0,10.45,S
25777,25777,0,2,male,55.0,0,0,14.64,S
25778,25778,1,1,male,61.0,0,0,110.13,Q
25779,25779,1,2,female,53.0,0,0,2.4,S
25780,25780,1,1,male,42.0,1,0,28.17,S
25781,25781,0,2,male,24.0,0,0,9.85,S
25782,25782,0,1,male,,0,0,128.28,S
25783,25783,0,1,female,28.0,0,2,102.09,Q
25784,25784,0,1,female,48.0,1,0,29.17,S
25785,25785,0,1,male,53.0,1,2,282.78,S
25786,25786,0,1,male,51.0,1,0,29.59,S
25787,25787,0,3,male,36.0,0,2,7.34,S
25788,25788,0,3,male,21.0,0,0,23.53,S
25789,25789,0,1,female,26.0,1,0,190.49,Q
25790,25790,1,3,female,23.0,0,0,9.29,S
25791,25791,1,1,female,42.0,0,1,255.47,C
25792,25792,0,3,male,52.0,2,1,9.7,S
25793,25793,0,1,female,40.5,1,2,622.73,S
25794,25794,1,1,female,38.0,0,2,29.25,C
25795,25795,1,2,female,13.0,0,2,11.08,C
25796,25796,0,2,male,47.0,0,0,22.51,S
25797,25797,1,1,female,,1,3,64.78,Q
25798,25798,1,2,female,47.0,1,1,29.93,S
25799,25799,1,1,male,30.0,0,0,32.22,S
25800,25800,0,1,male,23.0,1,0,107.57,S
25801,25801,1,2,female,51.0,1,1,37.55,S
25802,25802,0,3,male,50.0,0,0,10.36,S
25803,25803,1,1,female,61.0,0,0,80.17,C
25804,25804,1,2,female,57.0,0,1,29.59,S
25805,25805,1,1,male,18.0,1,1,82.38,S
25806,25806,1,2,female,63.0,0,1,25.08,S
25807,25807,0,2,male,35.0,0,0,,S
25808,25808,1,1,male,31.0,1,2,66.33,C
25809,25809,1,3,female,13.0,0,0,10.58,C
25810,25810,0,3,male,22.0,0,0,11.78,S
25811,25811,1,2,male,53.0,8,0,29.71,S
25812,25812,1,2,male,3.0,1,2,80.2,C
25813,25813,0,3,male,40.0,0,0,9.2,S
25814,25814,0,1,male,65.0,0,0,67.77,S
25815,25815,0,3,male,18.0,2,0,27.72,S
25816,25816,0,2,male,54.0,0,0,27.05,S
25817,25817,1,1,male,56.0,1,2,24.24,S
25818,25818,0,3,male,54.0,0,1,9.96,S
25819,25819,0,2,male,63.0,0,0,31.16,S
25820,25820,1,3,female,35.0,0,2,24.87,S
25821,25821,1,2,female,43.0,0,0,21.97,C
25822,25822,0,3,male,47.0,1,1,28.94,S
25823,25823,1,3,female,12.0,0,0,19.83,C
25824,25824,0,3,male,,0,0,28.97,S
25825,25825,1,1,female,55.0,0,1,74.66,S
25826,25826,1,2,female,46.0,1,2,31.03,C
25827,25827,1,2,female,8.0,0,1,25.94,C
25828,25828,0,3,male,57.0,0,1,7.4,S
25829,25829,1,1,female,22.0,0,2,84.58,S
25830,25830,0,1,female,33.0,1,0,62.85,S
25831,25831,0,1,male,40.0,0,0,11.94,S
25832,25832,0,2,male,27.0,0,0,7.24,S
25833,25833,1,3,male,,0,0,28.29,S
25834,25834,1,1,female,53.0,0,0,78.72,Q
25835,25835,0,3,male,59.0,0,1,32.41,S
25836,25836,0,3,male,11.0,1,2,29.87,S
25837,25837,0,3,male,25.0,0,0,10.63,S
25838,25838,0,3,male,43.0,0,0,11.8,S
25839,25839,1,3,female,62.0,1,0,32.54,C
