,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
25621,0,1,0,47.0,2,2,64.37,1,0,0
25622,0,3,1,44.0,1,0,27.29,0,0,1
25623,0,2,1,37.0,0,0,23.48,0,0,1
25624,0,2,1,42.0,0,0,7.89,0,0,1
25625,0,3,1,48.0,0,0,26.99,0,0,1
25626,1,1,0,40.0,2,0,246.66,1,0,0
25627,1,1,1,49.0,0,0,24.66,0,0,1
25628,0,2,1,25.0,0,0,10.44,0,0,1
25629,1,1,0,48.0,2,0,113.44,1,0,0
25630,0,3,1,22.0,0,0,11.23,0,0,1
25631,1,1,0,59.0,0,0,378.81,0,1,0
25632,1,1,0,38.0,0,0,28.21,1,0,0
25633,1,2,0,14.0,0,1,29.62,0,0,1
25634,1,3,0,54.0,0,0,8.29,0,0,1
25635,1,1,0,27.0,0,0,33.36,1,0,0
25636,1,1,0,64.0,0,0,23.16,0,0,1
25637,0,3,1,42.0,0,0,29.43,0,0,1
25638,1,2,0,12.0,0,0,27.32,0,0,1
25639,1,3,0,27.0,0,0,27.64,0,0,1
25640,0,3,1,4.0,0,0,5.62,0,0,1
25641,1,1,0,57.0,1,0,33.25,0,0,1
25642,1,3,1,43.0,0,0,5.12,0,0,1
25643,1,1,0,61.0,0,0,32.0,1,0,0
25644,0,3,0,51.0,0,0,5.26,0,0,1
25645,0,3,1,55.0,0,0,9.12,0,0,1
25646,1,1,1,48.0,1,2,65.97,1,0,0
25647,0,3,0,22.0,3,0,8.71,0,0,1
25648,0,3,1,48.0,0,0,6.58,0,0,1
25649,0,3,1,7.0,1,1,30.35,0,0,1
25650,1,1,1,45.0,1,0,70.47,0,0,1
25651,0,2,1,53.0,1,6,394.8,0,0,1
25652,0,3,1,63.0,0,0,9.84,0,0,1
25653,1,2,1,49.0,0,0,7.83,0,0,1
25654,0,3,1,49.0,0,0,10.43,0,0,1
25655,0,3,1,54.0,0,0,7.25,0,0,1
25656,0,3,1,24.0,0,0,7.1,0,0,1
25657,1,1,0,52.0,0,0,73.56,1,0,0
25658,0,1,1,55.0,1,2,32.19,0,0,1
25659,0,1,0,38.0,0,0,183.47,1,0,0
25660,0,2,1,50.0,0,0,9.06,0,0,1
25661,0,1,1,35.0,0,0,9.66,0,0,1
25662,1,2,0,44.0,1,0,11.88,0,0,1
25663,1,2,0,58.0,0,0,107.66,0,1,0
25664,1,3,0,61.0,0,0,31.11,1,0,0
25665,0,1,1,46.0,0,0,69.53,0,0,1
25666,1,2,0,61.0,3,2,73.23,0,0,1
25667,0,2,1,30.0,0,0,7.91,0,0,1
25668,1,3,1,21.0,0,0,8.38,0,0,1
25669,0,3,1,54.0,0,1,11.85,0,0,1
25670,0,3,1,47.0,0,0,20.92,0,0,1
25671,1,1,1,33.0,1,1,25.86,0,1,0
25672,1,1,0,53.0,0,1,479.18,1,0,0
25673,1,1,1,44.0,1,2,20.85,0,0,1
25674,1,2,0,57.0,0,0,11.37,0,0,1
25675,0,1,1,41.0,0,0,23.06,0,0,1
25676,0,3,0,8.0,4,1,31.15,1,0,0
25677,0,2,1,23.0,0,2,25.78,0,0,1
25678,1,2,0,20.0,0,0,7.83,1,0,0
25679,1,2,0,20.0,1,1,32.1,0,0,1
25680,0,1,1,40.0,0,0,437.31,0,0,1
25681,0,3,1,58.0,0,0,9.37,0,0,1
25682,0,3,1,30.0,0,0,7.08,0,0,1
25683,1,1,0,64.0,0,0,220.23,0,0,1
25684,1,2,0,63.0,0,0,15.16,1,0,0
25685,1,3,0,8.0,0,1,27.57,0,0,1
25686,0,3,1,29.0,0,0,10.2,1,0,0
25687,1,1,0,52.0,0,0,89.97,1,0,0
25688,0,2,0,4.0,0,2,23.9,0,0,1
25689,0,1,1,46.0,0,0,37.95,0,0,1
25690,0,2,1,51.0,0,0,5.86,0,0,1
25691,0,1,1,5.0,0,2,65.59,0,0,1
25692,1,2,0,70.0,0,0,28.74,0,0,1
25693,0,1,1,41.0,1,2,32.41,1,0,0
25694,0,2,1,6.0,0,0,23.35,0,0,1
25695,1,2,1,57.0,0,0,31.85,0,1,0
25696,1,3,0,30.0,1,2,75.83,0,0,1
25697,0,2,1,35.0,0,0,6.58,0,0,1
25698,0,3,1,10.0,2,0,9.84,0,0,1
25699,1,2,1,24.0,0,0,5.42,0,0,1
25700,1,1,0,56.0,0,0,266.38,1,0,0
25701,0,1,1,63.0,0,0,28.1,0,0,1
25702,1,1,1,64.0,0,1,196.67,1,0,0
25703,1,2,0,72.0,0,1,30.55,0,0,1
25704,0,1,0,45.0,0,2,87.79,1,0,0
25705,0,3,1,35.0,0,0,8.28,0,0,1
25706,1,1,0,41.0,0,0,9.03,1,0,0
25707,0,3,1,37.0,0,0,11.07,0,0,1
25708,1,1,0,37.0,0,0,82.5,1,0,0
25709,0,3,0,59.0,1,1,31.94,1,0,0
25710,1,2,1,56.0,0,1,28.19,0,1,0
25711,0,2,1,44.0,0,0,32.5,1,0,0
25712,0,2,1,4.0,0,2,22.12,0,0,1
25713,1,2,1,52.0,0,0,23.41,1,0,0
25714,1,2,0,25.0,0,0,8.89,0,1,0
25715,0,3,1,35.0,0,0,12.27,0,0,1
25716,0,1,1,58.0,0,0,9.75,0,0,1
25717,1,3,1,38.0,0,0,5.4,0,0,1
25718,0,2,1,37.0,0,0,9.82,0,0,1
25719,1,1,0,50.0,1,2,223.1,1,0,0
25720,0,2,1,24.0,0,0,7.74,0,0,1
25721,0,3,0,38.0,0,0,25.02,0,1,0
25722,0,3,1,66.0,0,0,29.07,0,0,1
25723,1,3,0,54.0,0,2,10.69,0,1,0
25724,0,1,1,40.0,0,3,29.5,1,0,0
25725,0,3,1,29.0,0,0,27.81,0,0,1
25726,1,2,0,46.0,0,0,24.32,0,0,1
25727,0,3,1,15.0,0,0,8.5,0,0,1
25728,1,3,0,51.0,0,6,22.68,0,0,1
25729,0,2,1,10.0,1,1,27.8,1,0,0
25730,1,1,0,62.0,0,0,11.38,1,0,0
25731,0,1,1,53.0,0,0,260.19,0,1,0
25732,1,1,0,61.0,0,0,15.73,0,0,1
25733,1,1,1,73.0,0,2,206.65,0,1,0
25734,1,1,0,60.0,0,0,90.68,1,0,0
25735,0,2,1,23.5,0,0,9.39,0,0,1
25736,1,1,0,41.0,0,0,23.36,0,0,1
25737,1,1,0,63.0,0,1,76.67,1,0,0
25738,1,2,0,5.0,1,1,87.56,0,0,1
25739,0,1,1,38.0,0,0,376.72,1,0,0
25740,1,3,1,30.0,1,1,35.16,1,0,0
25741,1,3,1,23.0,0,0,10.05,0,0,1
25742,0,3,1,52.0,0,0,6.06,0,0,1
25743,0,3,1,23.0,1,0,34.86,0,0,1
25744,1,1,1,38.0,1,0,32.82,0,0,1
25745,1,1,0,56.0,1,0,35.29,0,0,1
25746,1,2,1,59.0,1,1,24.75,0,0,1
25747,0,3,1,37.0,0,0,8.44,0,0,1
25748,1,1,0,58.0,0,0,131.64,1,0,0
25749,0,1,0,48.0,1,2,104.88,0,1,0
25750,0,1,1,44.0,1,0,73.86,0,0,1
25751,1,3,1,69.0,0,2,10.41,1,0,0
25752,0,2,0,38.0,0,0,26.39,0,0,1
25753,1,3,0,66.0,0,0,14.1,1,0,0
25754,1,1,0,60.0,0,0,129.16,1,0,0
25755,0,3,1,62.0,0,0,10.59,0,0,1
25756,0,3,0,55.0,0,0,6.65,0,0,1
25757,1,1,1,41.0,1,1,31.21,0,0,1
25758,0,2,0,55.0,0,0,11.71,0,0,1
25759,0,3,0,54.0,0,0,12.15,0,0,1
25760,0,3,1,23.0,0,0,10.89,0,0,1
25761,1,1,0,47.0,0,0,70.96,1,0,0
25762,0,3,1,23.0,0,0,11.24,0,0,1
25763,0,2,1,52.0,0,0,11.14,0,0,1
25764,1,3,0,40.0,0,1,33.04,0,0,1
25765,0,3,1,34.0,0,0,11.17,0,0,1
25766,0,3,1,65.0,0,0,11.29,0,0,1
25767,1,3,0,43.0,0,0,10.29,0,0,1
25768,1,3,0,11.0,0,0,8.42,0,0,1
25769,0,3,1,9.0,0,2,5.42,0,0,1
25770,0,3,1,43.0,1,1,33.23,0,0,1
25771,1,2,1,32.0,0,0,12.04,0,0,1
25772,0,3,1,49.0,0,0,28.95,0,0,1
25773,0,3,1,26.0,0,0,4.79,0,0,1
25774,0,3,1,8.0,0,0,51.77,0,0,1
25775,1,1,1,59.0,0,0,27.19,0,0,1
25776,0,3,0,27.0,0,0,10.45,0,0,1
25777,0,2,1,55.0,0,0,14.64,0,0,1
25778,1,1,1,61.0,0,0,110.13,0,1,0
25779,1,2,0,53.0,0,0,2.4,0,0,1
25780,1,1,1,42.0,1,0,28.17,0,0,1
25781,0,2,1,24.0,0,0,9.85,0,0,1
25782,0,1,1,38.0,0,0,128.28,0,0,1
25783,0,1,0,28.0,0,2,102.09,0,1,0
25784,0,1,0,48.0,1,0,29.17,0,0,1
25785,0,1,1,53.0,1,2,282.78,0,0,1
25786,0,1,1,51.0,1,0,29.59,0,0,1
25787,0,3,1,36.0,0,2,7.34,0,0,1
25788,0,3,1,21.0,0,0,23.53,0,0,1
25789,0,1,0,26.0,1,0,190.49,0,1,0
25790,1,3,0,23.0,0,0,9.29,0,0,1
25791,1,1,0,42.0,0,1,255.47,1,0,0
25792,0,3,1,52.0,2,1,9.7,0,0,1
25793,0,1,0,40.5,1,2,622.73,0,0,1
25794,1,1,0,38.0,0,2,29.25,1,0,0
25795,1,2,0,13.0,0,2,11.08,1,0,0
25796,0,2,1,47.0,0,0,22.51,0,0,1
25797,1,1,0,38.0,1,3,64.78,0,1,0
25798,1,2,0,47.0,1,1,29.93,0,0,1
25799,1,1,1,30.0,0,0,32.22,0,0,1
25800,0,1,1,23.0,1,0,107.57,0,0,1
25801,1,2,0,51.0,1,1,37.55,0,0,1
25802,0,3,1,50.0,0,0,10.36,0,0,1
25803,1,1,0,61.0,0,0,80.17,1,0,0
25804,1,2,0,57.0,0,1,29.59,0,0,1
25805,1,1,1,18.0,1,1,82.38,0,0,1
25806,1,2,0,63.0,0,1,25.08,0,0,1
25807,0,2,1,35.0,0,0,43.92,0,0,1
25808,1,1,1,31.0,1,2,66.33,1,0,0
25809,1,3,0,13.0,0,0,10.58,1,0,0
25810,0,3,1,22.0,0,0,11.78,0,0,1
25811,1,2,1,53.0,8,0,29.71,0,0,1
25812,1,2,1,3.0,1,2,80.2,1,0,0
25813,0,3,1,40.0,0,0,9.2,0,0,1
25814,0,1,1,65.0,0,0,67.77,0,0,1
25815,0,3,1,18.0,2,0,27.72,0,0,1
25816,0,2,1,54.0,0,0,27.05,0,0,1
25817,1,1,1,56.0,1,2,24.24,0,0,1
25818,0,3,1,54.0,0,1,9.96,0,0,1
25819,0,2,1,63.0,0,0,31.16,0,0,1
25820,1,3,0,35.0,0,2,24.87,0,0,1
25821,1,2,0,43.0,0,0,21.97,1,0,0
25822,0,3,1,47.0,1,1,28.94,0,0,1
25823,1,3,0,12.0,0,0,19.83,1,0,0
25824,0,3,1,38.0,0,0,28.97,0,0,1
25825,1,1,0,55.0,0,1,74.66,0,0,1
25826,1,2,0,46.0,1,2,31.03,1,0,0
25827,1,2,0,8.0,0,1,25.94,1,0,0
25828,0,3,1,57.0,0,1,7.4,0,0,1
25829,1,1,0,22.0,0,2,84.58,0,0,1
25830,0,1,0,33.0,1,0,62.85,0,0,1
25831,0,1,1,40.0,0,0,11.94,0,0,1
25832,0,2,1,27.0,0,0,7.24,0,0,1
25833,1,3,1,38.0,0,0,28.29,0,0,1
25834,1,1,0,53.0,0,0,78.72,0,1,0
25835,0,3,1,59.0,0,1,32.41,0,0,1
25836,0,3,1,11.0,1,2,29.87,0,0,1
25837,0,3,1,25.0,0,0,10.63,0,0,1
25838,0,3,1,43.0,0,0,11.8,0,0,1
25839,1,3,0,62.0,1,0,32.54,1,0,0
25840,1,1,1,60.0,0,0,78.66,0,0,1
25841,1,2,1,38.0,2,0,9.61,0,0,1
25842,0,1,1,71.0,0,0,10.25,0,0,1
25843,0,3,1,25.0,0,0,9.81,0,0,1
25844,0,3,0,46.0,3,2,25.45,0,0,1
25845,1,3,1,47.0,1,1,11.07,0,0,1
25846,1,2,0,11.0,0,0,11.07,1,0,0
25847,1,2,0,55.0,0,0,31.4,0,0,1
25848,0,2,1,38.0,0,0,26.96,0,0,1
25849,1,1,1,4.0,1,0,82.42,0,0,1
25850,1,1,0,60.0,0,0,97.28,1,0,0
25851,1,2,0,27.0,0,0,7.45,0,0,1
25852,1,1,0,36.0,0,2,30.09,0,1,0
25853,1,1,0,51.0,0,0,83.89,1,0,0
25854,1,3,0,19.0,0,0,8.3,1,0,0
25855,1,1,0,68.0,2,0,80.04,1,0,0
25856,0,3,1,46.0,0,0,28.12,0,0,1
25857,1,3,0,18.0,0,0,11.35,1,0,0
25858,0,3,0,30.0,0,9,37.15,0,0,1
25859,1,2,0,2.0,0,0,17.16,0,0,1
25860,0,3,1,37.0,0,0,10.45,0,0,1
25861,0,3,0,19.0,0,0,9.87,0,0,1
25862,0,2,0,56.0,0,0,6.94,0,0,1
25863,0,2,1,22.0,0,0,6.4,0,0,1
25864,0,3,1,58.0,0,0,7.27,0,0,1
25865,0,3,1,19.0,0,0,10.32,0,0,1
25866,0,1,1,42.0,0,0,28.7,1,0,0
25867,1,1,1,44.0,0,1,23.42,0,0,1
25868,0,3,0,27.0,1,1,32.49,0,0,1
25869,1,1,1,62.0,1,0,185.42,1,0,0
25870,1,1,0,52.0,0,0,30.82,1,0,0
25871,0,3,1,36.0,0,0,9.29,0,0,1
25872,1,2,0,46.0,1,1,34.65,0,0,1
25873,0,3,1,34.0,0,0,28.05,0,0,1
25874,1,2,0,51.0,0,1,26.79,0,0,1
25875,0,2,1,21.0,0,0,14.27,0,0,1
25876,1,2,0,23.0,0,0,79.26,1,0,0
25877,1,1,0,51.0,0,0,28.55,1,0,0
25878,0,3,1,45.0,0,0,8.33,0,0,1
25879,0,3,1,38.0,0,0,6.48,0,0,1
25880,1,1,1,57.0,1,0,102.73,0,0,1
25881,0,2,1,32.0,0,0,27.15,0,0,1
25882,1,2,1,29.0,0,0,19.08,0,0,1
25883,0,3,1,21.0,0,2,43.92,0,0,1
25884,0,3,0,67.0,0,0,23.47,0,0,1
25885,1,3,0,64.0,0,0,8.61,0,0,1
25886,0,2,1,64.0,0,0,25.32,0,0,1
25887,0,3,0,52.0,1,1,79.77,0,0,1
25888,0,2,1,38.0,0,0,26.78,0,0,1
25889,0,3,1,8.0,4,2,13.55,0,0,1
25890,0,3,1,21.0,0,0,4.36,0,1,0
25891,0,2,1,38.0,0,0,12.14,0,0,1
25892,1,1,0,56.0,1,2,84.4,0,0,1
25893,1,1,0,23.0,0,0,26.82,0,0,1
25894,1,2,0,48.0,0,0,24.92,1,0,0
25895,0,3,1,50.0,0,0,8.5,0,0,1
25896,1,2,0,42.0,1,1,29.64,0,0,1
25897,0,1,0,10.0,0,0,77.62,1,0,0
25898,0,3,1,28.0,0,0,8.12,0,0,1
25899,1,1,1,47.0,1,1,81.0,0,0,1
25900,0,1,1,50.0,1,1,62.57,0,0,1
25901,1,1,0,70.0,0,0,75.79,0,1,0
25902,0,2,1,44.0,0,0,8.63,0,0,1
25903,1,2,0,1.0,1,1,31.18,1,0,0
25904,0,2,1,70.0,0,0,8.11,0,0,1
25905,1,2,0,12.0,0,0,26.11,0,0,1
25906,1,1,0,69.0,1,0,32.14,1,0,0
25907,0,3,1,49.0,1,2,67.02,0,0,1
25908,1,2,1,45.0,0,0,28.03,0,0,1
25909,0,3,1,49.0,0,0,6.08,0,0,1
25910,1,3,0,67.0,0,0,27.26,0,0,1
25911,0,3,1,72.0,0,0,9.12,0,0,1
25912,1,3,0,5.0,0,1,28.89,0,0,1
25913,0,3,1,38.0,0,0,7.82,0,0,1
25914,1,3,0,48.0,0,0,3.88,0,0,1
25915,1,3,0,66.0,0,0,4.31,0,0,1
25916,1,3,0,29.0,0,0,7.17,0,0,1
25917,1,3,0,10.0,1,1,33.3,0,0,1
25918,0,1,1,32.0,1,0,182.37,0,0,1
25919,0,2,1,28.0,0,0,9.69,0,0,1
25920,1,2,0,51.0,0,0,27.73,1,0,0
25921,0,1,1,45.0,0,0,11.39,0,0,1
25922,0,1,0,61.0,0,0,11.21,0,0,1
25923,0,1,0,51.0,1,0,27.12,0,1,0
25924,0,1,1,32.0,1,2,12.5,0,0,1
25925,0,3,1,22.0,0,0,12.58,0,0,1
25926,1,1,0,43.0,0,0,272.62,1,0,0
25927,0,3,1,43.0,0,0,26.84,0,0,1
25928,0,3,1,58.0,0,0,9.48,0,0,1
25929,1,3,0,13.0,4,2,28.41,1,0,0
25930,0,2,1,61.0,0,0,9.58,0,0,1
25931,1,3,0,7.0,0,1,6.57,1,0,0
25932,0,3,1,30.0,0,0,10.16,0,0,1
25933,0,3,1,36.0,0,0,8.88,0,0,1
25934,0,3,0,35.0,1,2,65.67,0,0,1
25935,0,2,0,25.0,0,0,11.1,0,0,1
25936,0,3,1,59.0,0,0,10.43,0,0,1
25937,1,1,0,31.0,0,0,33.65,1,0,0
25938,1,1,1,23.0,1,0,32.82,1,0,0
25939,0,2,1,36.0,0,0,9.8,0,0,1
25940,1,2,0,32.0,1,1,29.54,0,0,1
25941,0,3,1,38.0,0,0,11.8,0,0,1
25942,0,3,1,48.0,0,0,4.62,0,0,1
25943,1,2,0,4.0,1,1,83.81,0,0,1
25944,1,1,0,31.0,0,0,261.67,1,0,0
25945,0,3,1,25.0,0,0,6.65,0,0,1
25946,0,3,0,38.0,0,0,11.7,0,0,1
25947,0,3,0,13.0,0,0,9.77,0,0,1
25948,1,3,1,17.0,0,0,7.4,0,0,1
25949,0,3,0,4.0,1,2,35.32,0,0,1
25950,0,2,1,38.0,0,0,7.44,0,0,1
25951,0,3,0,26.0,0,0,9.22,0,0,1
25952,0,1,1,51.0,2,0,25.85,0,0,1
25953,1,1,1,56.0,0,0,15.52,0,1,0
25954,1,3,0,13.0,0,1,13.06,1,0,0
25955,1,2,1,51.0,5,2,23.59,0,0,1
25956,0,3,1,19.0,0,0,9.32,0,0,1
25957,0,3,1,27.0,0,0,11.66,0,0,1
25958,0,3,1,25.0,1,0,10.95,0,0,1
25959,0,1,1,41.0,0,0,11.56,0,0,1
25960,1,3,0,47.0,0,1,27.04,1,0,0
25961,0,2,1,68.0,0,1,9.28,0,0,1
25962,0,3,1,24.0,0,0,9.32,0,0,1
25963,1,3,0,34.0,0,0,34.63,0,0,1
25964,0,3,1,23.0,0,1,11.85,0,1,0
25965,1,2,0,13.0,1,2,27.13,1,0,0
25966,1,1,0,63.0,0,0,25.76,1,0,0
25967,0,1,1,65.0,0,0,31.26,0,1,0
25968,0,2,1,63.0,0,0,56.93,0,0,1
25969,1,3,1,68.0,0,0,10.2,1,0,0
25970,1,3,0,5.0,0,0,14.41,0,0,1
25971,1,3,1,46.0,0,0,5.88,0,0,1
25972,0,3,1,25.0,0,0,8.12,0,0,1
25973,0,1,1,21.0,1,1,58.66,0,0,1
25974,1,2,1,51.0,0,0,29.31,0,0,1
25975,1,2,0,60.0,0,1,26.01,0,0,1
25976,0,3,1,18.0,0,0,11.36,0,0,1
25977,1,2,1,36.0,0,1,26.66,0,0,1
25978,0,1,0,53.0,0,0,123.7,0,0,1
25979,1,1,0,39.0,1,2,35.28,1,0,0
25980,1,2,0,31.0,2,0,25.42,0,0,1
25981,0,1,0,43.0,0,0,31.0,0,1,0
25982,1,1,0,66.0,0,0,77.0,1,0,0
25983,0,3,1,21.0,0,0,7.64,0,0,1
25984,0,1,0,59.0,1,1,75.98,0,0,1
25985,0,1,1,31.0,1,2,23.16,0,0,1
25986,0,1,1,35.0,1,2,183.27,0,0,1
25987,0,3,1,25.0,0,0,9.57,0,0,1
25988,1,2,0,55.0,0,2,30.93,0,1,0
25989,1,3,1,25.0,0,0,10.02,0,0,1
25990,0,2,1,51.0,0,0,7.13,0,0,1
25991,0,3,1,2.0,1,1,11.27,0,0,1
25992,0,3,1,38.0,0,0,27.11,0,0,1
25993,0,3,1,27.0,0,0,10.58,0,0,1
25994,0,2,1,4.0,0,0,13.0,0,0,1
25995,1,2,0,67.0,0,0,6.64,0,1,0
25996,0,2,1,34.0,0,0,9.21,0,0,1
25997,0,2,0,28.0,1,0,26.1,0,0,1
25998,0,1,1,68.0,0,0,172.51,0,1,0
25999,1,1,0,51.0,1,0,12.31,1,0,0
26000,0,3,1,53.0,0,0,24.6,0,0,1
26001,1,1,1,46.0,0,0,31.11,1,0,0
26002,1,1,1,67.0,0,0,21.09,0,0,1
26003,0,3,1,28.0,0,0,8.49,0,0,1
26004,1,2,0,58.0,0,1,29.19,0,0,1
26005,1,2,0,32.0,0,0,12.73,1,0,0
26006,1,2,0,42.0,0,0,25.41,0,0,1
26007,0,3,1,25.0,0,0,8.6,0,0,1
26008,0,1,1,59.0,0,0,24.45,0,1,0
26009,1,1,0,56.0,0,0,113.52,0,1,0
26010,1,2,0,54.0,0,1,31.0,1,0,0
26011,1,1,0,23.0,2,0,11.14,1,0,0
26012,1,1,0,58.0,0,0,65.35,0,1,0
26013,0,1,0,66.0,1,0,62.83,0,0,1
26014,0,3,0,56.0,0,0,9.7,0,0,1
26015,1,1,0,50.0,0,0,266.23,1,0,0
26016,0,2,1,13.0,1,0,7.89,0,0,1
26017,0,2,1,26.0,0,0,30.78,0,0,1
26018,1,2,0,6.0,0,1,26.42,0,0,1
26019,1,2,0,62.0,1,1,22.51,0,0,1
26020,0,1,1,48.0,0,3,73.14,0,1,0
26021,1,3,1,25.0,0,0,7.29,0,0,1
26022,0,3,1,21.0,0,0,6.59,0,0,1
26023,0,2,0,30.0,0,0,10.76,0,0,1
26024,0,1,1,57.0,0,0,184.2,0,0,1
26025,0,3,1,37.0,0,0,11.27,0,0,1
26026,1,1,0,38.0,0,0,265.27,1,0,0
26027,1,1,0,0.58,1,2,66.86,0,0,1
26028,0,2,1,35.0,1,2,9.95,0,0,1
26029,0,3,1,35.0,2,2,25.93,0,0,1
26030,0,3,1,23.0,0,0,20.29,0,0,1
26031,1,1,0,60.0,0,0,233.47,1,0,0
26032,1,2,1,42.0,0,0,28.91,0,0,1
26033,0,3,1,73.0,0,0,6.87,0,0,1
26034,1,1,0,56.0,1,1,58.9,0,0,1
26035,1,1,0,45.0,1,0,173.33,0,0,1
26036,0,3,0,26.0,0,0,7.63,0,0,1
26037,1,1,0,36.0,0,0,12.09,1,0,0
26038,1,1,0,51.0,1,0,35.75,0,1,0
26039,1,3,0,41.0,0,2,13.49,1,0,0
26040,0,3,1,18.0,0,2,7.87,0,0,1
26041,1,1,0,54.0,2,0,27.84,1,0,0
26042,1,1,1,30.0,0,0,31.8,1,0,0
26043,0,3,1,29.0,0,0,9.54,1,0,0
26044,0,2,0,58.0,0,0,10.64,0,0,1
26045,0,3,1,46.0,0,0,12.42,0,0,1
26046,0,2,0,61.0,0,0,7.82,0,0,1
26047,0,3,1,33.0,0,0,8.39,0,0,1
26048,1,1,0,61.0,1,0,143.34,1,0,0
26049,1,2,0,40.0,0,0,21.54,1,0,0
26050,1,2,0,64.0,0,1,25.94,1,0,0
26051,1,3,1,3.0,1,1,34.53,0,0,1
26052,0,2,1,29.0,2,0,64.97,0,0,1
26053,0,3,1,22.0,0,0,7.25,0,0,1
26054,0,3,1,22.0,0,0,12.42,0,0,1
26055,1,1,0,41.0,0,1,112.31,1,0,0
26056,1,1,0,58.0,0,0,76.98,0,1,0
26057,0,3,1,65.0,0,0,10.5,0,0,1
26058,0,1,1,29.0,0,0,8.58,0,0,1
26059,0,3,1,24.0,0,0,9.18,0,0,1
26060,0,3,1,22.0,0,0,8.59,0,0,1
26061,1,1,0,36.0,0,0,160.51,1,0,0
26062,1,2,1,45.0,0,0,23.67,0,0,1
26063,1,2,1,18.0,0,0,9.47,0,0,1
26064,0,3,1,25.0,0,0,25.21,0,0,1
26065,1,3,1,30.0,0,0,7.4,0,0,1
26066,0,1,1,6.0,0,2,72.68,0,0,1
26067,0,3,1,63.0,0,0,10.78,0,0,1
26068,1,2,0,40.0,1,0,26.79,0,1,0
26069,0,3,1,31.0,0,0,6.69,0,0,1
26070,1,2,0,24.0,0,0,26.35,0,0,1
26071,1,1,1,59.0,0,0,33.63,1,0,0
26072,1,1,0,5.0,0,0,35.94,1,0,0
26073,1,2,0,4.0,3,0,22.53,0,0,1
26074,1,2,0,21.0,0,0,6.42,0,0,1
26075,0,3,1,40.0,0,0,9.94,0,0,1
26076,1,2,0,40.0,1,0,88.61,1,0,0
26077,1,3,0,11.0,0,0,25.34,0,0,1
26078,0,3,0,29.0,0,0,8.29,0,0,1
26079,1,3,0,23.0,0,1,22.48,0,0,1
26080,0,3,1,29.0,0,0,9.11,0,0,1
26081,1,1,0,60.0,2,1,27.08,1,0,0
26082,1,2,0,24.0,0,0,10.22,0,0,1
26083,1,2,0,49.0,0,0,11.8,0,0,1
26084,0,2,0,56.0,1,2,201.24,1,0,0
26085,1,1,0,51.0,0,0,29.46,1,0,0
26086,0,1,1,49.0,0,0,25.08,0,0,1
26087,0,2,1,48.0,0,2,27.39,0,0,1
26088,0,3,1,2.0,0,1,13.58,1,0,0
26089,1,2,1,53.0,0,0,19.06,0,0,1
26090,0,3,1,29.0,0,0,8.84,0,0,1
26091,0,3,1,50.0,0,2,12.23,0,0,1
26092,1,1,1,56.0,1,9,34.29,0,0,1
26093,0,3,1,67.0,0,0,43.92,0,0,1
26094,1,1,0,48.0,0,0,142.34,1,0,0
26095,1,1,0,51.0,0,0,230.58,0,0,1
26096,0,1,1,64.0,0,0,60.16,0,1,0
26097,0,2,0,29.0,0,1,36.74,1,0,0
26098,0,3,1,30.0,1,2,12.61,0,0,1
26099,0,3,1,12.0,0,0,7.53,0,0,1
26100,1,3,0,21.0,0,0,5.89,1,0,0
26101,1,1,0,50.0,0,2,30.83,0,1,0
26102,0,3,1,50.0,0,1,12.53,0,0,1
26103,0,2,1,59.0,1,0,5.99,0,0,1
26104,0,1,1,53.0,1,2,28.43,0,0,1
26105,1,1,1,52.0,0,0,200.15,1,0,0
26106,1,3,1,7.5,1,2,32.63,0,0,1
26107,1,2,0,26.0,0,0,10.33,0,0,1
26108,0,3,1,17.0,0,0,7.92,0,0,1
26109,0,3,1,35.0,0,0,9.27,0,0,1
26110,1,3,0,23.0,0,2,7.58,0,0,1
26111,0,2,0,38.0,0,2,66.06,1,0,0
26112,0,3,1,26.0,0,0,9.52,0,0,1
26113,0,3,1,39.0,0,0,24.07,0,0,1
26114,0,1,0,52.0,1,0,32.89,1,0,0
26115,0,2,1,25.0,0,0,21.57,0,0,1
26116,0,1,1,38.0,0,0,26.22,0,0,1
26117,0,3,1,23.0,0,0,6.1,0,0,1
26118,0,2,0,54.0,0,1,10.41,0,0,1
26119,0,3,1,55.0,0,0,6.63,0,0,1
26120,0,1,1,56.0,0,0,205.16,0,0,1
26121,1,2,0,28.0,0,0,11.07,1,0,0
26122,1,1,1,47.0,0,1,116.12,1,0,0
26123,0,1,0,22.0,1,3,72.06,1,0,0
26124,0,1,1,37.0,0,0,31.63,0,0,1
26125,0,1,1,40.0,0,0,25.31,0,0,1
26126,0,3,0,27.0,0,0,10.82,0,1,0
26127,1,1,0,57.0,0,0,236.4,1,0,0
26128,0,3,0,26.0,0,0,24.47,0,0,1
26129,0,2,1,61.0,0,0,9.18,0,0,1
26130,1,1,0,66.0,0,0,31.28,0,1,0
26131,0,3,1,8.0,0,0,27.95,0,1,0
26132,0,3,1,37.0,0,0,10.01,0,0,1
26133,0,3,1,38.0,0,0,24.53,0,1,0
26134,0,3,1,25.0,0,0,9.83,0,0,1
26135,0,3,1,50.0,0,0,10.3,0,0,1
26136,1,1,0,38.0,0,0,106.37,1,0,0
